cik,symbol,year,quarter,filing_url
320187,NKE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1331802/0001209191-18-053202.txt
320193,AAPL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1692622/0001225208-18-014159.txt
350698,AN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1397146/0000010254-18-000042.txt
350797,EV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1289294/0001209191-18-053236.txt
350894,SEIC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1340351/0001032220-18-000080.txt
352541,LNT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1352618/0001628280-18-012293.txt
352915,UHS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/715446/0001513162-18-000249.txt
354190,AJG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1156039/0001127602-18-029583.txt
354707,HE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1297010/0001209191-18-053036.txt
354908,FLIR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1620083/0001620083-18-000022.txt
354950,HD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1405073/0001209191-18-053379.txt
355811,GNTX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1422841/0001179110-18-011892.txt
701221,CI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1398733/0001140361-18-039942.txt
701374,SIX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1739445/0001739445-18-000015.txt
701985,LB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1754938/0001104659-18-060763.txt
702165,NSC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1323134/0000014272-18-000185.txt
704051,LM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1091748/0000899243-18-026310.txt
707549,LRCX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1718998/0001127602-18-028756.txt
711404,COO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1498122/0001213900-18-013543.txt
712515,EA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1596532/0001596532-18-000223.txt
713676,PNC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1209028/0000899243-18-025792.txt
715957,D,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1569187/0000925421-18-000322.txt
717423,MUR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1377480/0000757011-18-000094.txt
717605,HXL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1360597/0001050825-18-000162.txt
718877,ATVI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1428205/0001428205-18-000247.txt
719739,SIVB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1399885/0001680247-18-000081.txt
719955,WSM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1580189/0001209191-18-053973.txt
720005,RJF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1480501/0001179110-18-011828.txt
721371,CAH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1336059/0001104659-18-060073.txt
723125,MU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1716010/0001245105-18-000121.txt
723254,CTAS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1464822/0000927066-18-000185.txt
723531,PAYX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1464822/0001127602-18-028931.txt
726728,O,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1570400/0000016058-18-000059.txt
726958,CASY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1498301/0001498301-18-000079.txt
728535,JBHT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1663043/0001144204-18-052076.txt
730263,THO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1437106/0001437106-18-000057.txt
731766,UNH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1661434/0001209191-18-053160.txt
731802,ATO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1617763/0001567619-18-003366.txt
732712,VZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1615030/0001179110-18-011819.txt
732717,T,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1646228/0001567619-18-003576.txt
732834,CLR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1532136/0001127602-18-028862.txt
737207,MRNA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1604464/0001209191-18-053131.txt
737758,TTC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1660939/0001225208-18-014185.txt
740260,VTR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1666138/0001666138-18-000113.txt
743316,MXIM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1297875/0001209191-18-053123.txt
743988,XLNX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1628738/0001209191-18-053463.txt
745732,ROST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1452301/0001723211-18-000062.txt
746515,EXPD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1734770/0001214659-18-006313.txt
749251,IT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1023364/0001415889-18-001460.txt
751364,NNN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1634997/0001634997-18-000015.txt
753308,NEE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1506928/0001593968-18-001274.txt
759944,CFG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1616862/0001209191-18-054109.txt
763901,BPOP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/805928/0001179110-18-012049.txt
764180,MO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1636050/0001209191-18-054154.txt
764478,BBY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1612174/0001413507-18-000151.txt
764622,PNW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1684400/0000899243-18-025913.txt
766421,ALK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1702559/0000018230-18-000264.txt
769397,ADSK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1604191/0001415889-18-001442.txt
769520,MIDD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1464790/0001615774-18-010430.txt
773840,HON,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1179707/0001183887-18-000158.txt
775158,OSK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1198932/0000056978-18-000099.txt
775368,Y,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1279525/0000217346-18-000052.txt
776867,WTM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1208917/0001140361-18-040069.txt
779152,JKHY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1082769/0001209191-18-053642.txt
783280,DRE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1190089/0001127602-18-029290.txt
783325,WEC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1090135/0001209191-18-053253.txt
788784,PEG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1183311/0001127602-18-029678.txt
789019,MSFT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1190192/0001567619-18-003539.txt
789570,MGM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1190192/0001209191-18-054323.txt
790051,CSL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1024398/0001209191-18-053187.txt
790816,BDN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1169770/0001415889-18-001466.txt
791915,CY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/946673/0000939057-18-000490.txt
793952,HOG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1529638/0001072627-18-000129.txt
794170,TOL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/743367/0000743367-18-000142.txt
794367,M,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1198001/0001209191-18-053083.txt
796343,ADBE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1698210/0001437749-18-017810.txt
797468,OXY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1120355/0000904454-18-000635.txt
797721,VSAT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1717679/0001209191-18-053804.txt
798354,FISV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1237441/0001237441-18-000005.txt
798941,FCNCA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/9015/0001225208-18-013943.txt
801337,WBS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1740808/0001209191-18-054169.txt
802481,PPC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1189124/0001209191-18-053847.txt
803649,EQC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1185061/0001127602-18-028950.txt
804328,QCOM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1185061/0001209191-18-054303.txt
804753,CERN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1288093/0001214659-18-006289.txt
811156,CMS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1269358/0000944695-18-000109.txt
812011,MTN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1219855/0001209191-18-053850.txt
812074,OI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/923415/0001104659-18-060005.txt
813672,CDNS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1005561/0001209191-18-054298.txt
814184,TCF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1216130/0001127602-18-028919.txt
814453,NWL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1691537/0001209191-18-053303.txt
814547,FICO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1184230/0001065280-18-000512.txt
815094,ABMD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/10329/0001437749-18-017745.txt
815556,FAST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1085393/0001567619-18-003724.txt
816761,TDC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/947324/0000060667-18-000174.txt
818479,XRAY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1230117/0001537028-18-000082.txt
820027,AMP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1011938/0001654954-18-010753.txt
820313,APH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1209120/0000891092-18-007360.txt
821130,USM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1061768/0001567619-18-003713.txt
821189,EOG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1034594/0001209191-18-052794.txt
822416,PHM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1249076/0001437749-18-017815.txt
822818,CLH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1233454/0001209191-18-053330.txt
823768,WM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1265194/0001209191-18-053542.txt
825542,SMG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1754948/0001127602-18-029358.txt
827052,EIX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1184925/0001179110-18-011893.txt
827054,MCHP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1233150/0001585689-18-000132.txt
828916,WRI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1239420/0000911916-18-000175.txt
829224,SBUX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1251529/0001127602-18-028902.txt
831001,C,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1274466/0001225208-18-013887.txt
831259,FCX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/941593/0001144204-18-052151.txt
832101,IEX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1232188/0001209191-18-054025.txt
833444,JCI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1197021/0001209191-18-052634.txt
842023,TECH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1188321/0001213900-18-013577.txt
842162,LEA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1162886/0001493152-18-014138.txt
849869,SLGN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1238881/0001725526-18-000168.txt
850209,FL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1196937/0001225208-18-014394.txt
851205,CGNX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1214344/0000919574-18-006468.txt
851968,MHK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1108134/0001567619-18-003685.txt
853816,LSTR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1166854/0001126328-18-000248.txt
857005,PTC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1232995/0001179110-18-012046.txt
858339,CZR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1206964/0001628280-18-012271.txt
858470,COG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1243739/0001209191-18-053029.txt
858877,CSCO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/764478/0001225208-18-013904.txt
859737,HOLX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1282798/0001209191-18-053558.txt
860546,OFC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1216917/0000904454-18-000648.txt
860730,HCA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1250812/0001209191-18-052852.txt
860731,TYL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1268386/0001225208-18-014328.txt
861878,SRCL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1044378/0001209191-18-053002.txt
861884,RS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/882796/0001127602-18-029520.txt
864749,TRMB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1103021/0000899243-18-026093.txt
865752,MNST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/880242/0001437749-18-017795.txt
866787,AZO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/834365/0001437749-18-017771.txt
868857,ACM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1574774/0001574774-18-000055.txt
871763,MAN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1734804/0001209191-18-053514.txt
872589,REGN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1531152/0001209191-18-052922.txt
873303,SRPT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1130464/0001593968-18-001318.txt
874015,IONS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1197618/0001209191-18-053839.txt
874716,IDXX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1038186/0001209191-18-053275.txt
874761,AES,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/882150/0001209191-18-053277.txt
874766,HIG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1167470/0001209191-18-053262.txt
875045,BIIB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1181024/0001209191-18-053268.txt
875320,VRTX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1137390/0001209191-18-053266.txt
875357,BOKF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1176197/0001209191-18-053273.txt
876437,MTG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1061630/0001209191-18-052915.txt
877212,ZBRA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1450607/0001450607-18-000014.txt
877890,CTXS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1237789/0001127602-18-028742.txt
878927,ODFL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/905536/0001562180-18-004059.txt
879101,KIM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1203697/0001225208-18-013896.txt
879169,INCY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1205003/0001127602-18-029256.txt
880266,AGCO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1068875/0001554631-18-000004.txt
882095,GILD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1614634/0000899243-18-025771.txt
882184,DHI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1106802/0001391609-18-000263.txt
882835,ROP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1258914/0000016099-18-000114.txt
883241,SNPS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1194751/0001228379-18-000079.txt
883984,ICUI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1186582/0000711377-18-000043.txt
884614,UGI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1186940/0001209191-18-052965.txt
884887,RCL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/12927/0001225208-18-014362.txt
885550,CACC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1675457/0000028917-18-000419.txt
885639,KSS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1244614/0001209191-18-052762.txt
885725,BSX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1274698/0000023197-18-000081.txt
886982,GS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1673144/0001364954-18-000192.txt
888491,OHI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1037540/0001246991-18-000126.txt
889331,LFUS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/885725/0001225208-18-014088.txt
889900,PTEN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1222287/0001209191-18-053921.txt
890319,TCO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1073349/0001073349-18-000072.txt
891103,IAC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1269126/0001395942-18-000125.txt
893949,MD,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1595703/0001225208-18-013937.txt
895126,CHK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1198471/0001406666-18-000087.txt
895417,ELS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1273985/0001209191-18-053501.txt
895419,CREE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1608560/0000857855-18-000051.txt
895421,MS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1278388/0000919574-18-006470.txt
896159,CB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/746598/0000746598-18-000154.txt
896622,ATR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1253543/0001209191-18-053310.txt
896878,INTU,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1098027/0001496877-18-000099.txt
898173,ORLY,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1065739/0000936340-18-000227.txt
898174,RGA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1624324/0001209191-18-052914.txt
898293,JBL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1200604/0001127602-18-029424.txt
899051,ALL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1383312/0001225208-18-013957.txt
899689,VNO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1181202/0001580988-18-000084.txt
899866,ALXN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1226263/0000046080-18-000127.txt
900075,CPRT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1200675/0001179110-18-011855.txt
904163,ANAT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1001085/0001140361-18-039882.txt
906107,EQR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1049782/0001179110-18-011737.txt
906163,NVR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1234638/0001437749-18-017904.txt
906345,CPT,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1227882/0001567619-18-003323.txt
906709,NKTR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1540436/0001530950-18-000198.txt
908255,BWA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1245377/0000923876-18-000001.txt
908937,SIRI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1205159/0001209191-18-053149.txt
909832,COST,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1120652/0001627223-18-000042.txt
910073,NYCB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1220019/0000892553-18-000109.txt
910406,HAIN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/14930/0000014930-18-000138.txt
910606,REG,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1406652/0001209191-18-052904.txt
912242,MAC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/802681/0000802681-18-000005.txt
912593,SUI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1522420/0001567619-18-003464.txt
912595,MAA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1054721/0001209191-18-052850.txt
912615,URBN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1270178/0001209191-18-054437.txt
912752,SBGI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1253873/0001253873-18-000002.txt
913144,RNR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1215821/0001209191-18-053837.txt
914208,IVZ,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1715834/0000895126-18-000228.txt
914475,NBIX,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1064402/0001171843-18-006846.txt
915389,EMN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1203694/0001225208-18-014070.txt
915912,AVB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1204586/0001225208-18-014170.txt
915913,ALB,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1535505/0001463252-18-000054.txt
916076,MLM,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1677418/0001567619-18-003372.txt
916365,TSCO,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1041956/0001127602-18-028669.txt
917520,IART,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1216503/0001225208-18-014182.txt
918646,EXP,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1223783/0001562180-18-004085.txt
920148,LH,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1702750/0001209191-18-054271.txt
920522,ESS,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1206129/0000073124-18-000280.txt
920760,LEN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1253889/0001127602-18-029028.txt
921082,HIW,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1144122/0001683168-18-002910.txt
922224,PPL,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1181790/0000104894-18-000059.txt
922621,ERIE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1710439/0001144204-18-052741.txt
922864,AIV,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1331940/0001246360-18-002332.txt
927066,DVA,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1514963/0001127602-18-029154.txt
927628,COF,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1687883/0001437749-18-017977.txt
927653,MCK,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1575505/0000899243-18-025782.txt
929008,WCC,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1684319/0001567619-18-003588.txt
929940,AZPN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1676601/0001676601-18-000052.txt
931015,PII,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1619685/0001619685-18-000004.txt
935494,NATI,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1331674/0001304186-18-000015.txt
935703,DLTR,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1744473/0000950142-18-001937.txt
936340,DTE,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1554999/0001073429-18-000184.txt
936395,CIEN,2018/,QTR4/,https://www.sec.gov/Archives/edgar/data/1751633/0001127602-18-028659.txt
